relation,cluster,component,fact_type,kind,namespace,name,status,assurance,provider_components,reason,source,object,path
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metallb,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-secrets,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|reloader,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|loki,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|argocd,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|traefik,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-dns,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|longhorn,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|homer-dashboard,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|oauth2-proxy,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metrics-server,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|velero,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policy-reporter,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|cert-manager,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kube-prometheus-stack,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ApplicationSet,,argoproj.io/ApplicationSet,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/ApplicationSet requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policies,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,AppProject,,argoproj.io/AppProject,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/AppProject requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|AppProject|argocd|hx-app-dev-dev,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,AppProject,,argoproj.io/AppProject,resolved-rendered,,hx-app-dev/argo-cd,custom resource argoproj.io/AppProject requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|AppProject|argocd|default,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ClusterExternalSecret,,external-secrets.io/ClusterExternalSecret,resolved-rendered,,hx-app-dev/external-secrets,custom resource external-secrets.io/ClusterExternalSecret requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ClusterExternalSecret||image-pull-secret-ces,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ExternalSecret,,external-secrets.io/ExternalSecret,resolved-rendered,,hx-app-dev/external-secrets,custom resource external-secrets.io/ExternalSecret requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-prod-b-es,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ExternalSecret,,external-secrets.io/ExternalSecret,resolved-rendered,,hx-app-dev/external-secrets,custom resource external-secrets.io/ExternalSecret requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-staging-es,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ExternalSecret,,external-secrets.io/ExternalSecret,resolved-rendered,,hx-app-dev/external-secrets,custom resource external-secrets.io/ExternalSecret requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-prod-a-es,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,api-kind,ServiceMonitor,,monitoring.coreos.com/ServiceMonitor,resolved-rendered,,hx-app-dev/kube-prometheus-stack,custom resource monitoring.coreos.com/ServiceMonitor requires its CRD,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,monitoring.coreos.com/v1|ServiceMonitor|argocd|argo-cd-argocd-application-controller,apiVersion
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""longhorn"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|longhorn,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""loki"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|loki,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""kyverno-policies"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policies,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""metallb"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metallb,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""oauth2-proxy"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|oauth2-proxy,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""velero"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|velero,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""kyverno"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""reloader"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|reloader,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""external-dns"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-dns,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,argo-cluster-selector,ArgoClusterSecret,argocd,"{""matchLabels"":{""kyverno-policy-reporter"":""enabled""}}",optional-unprovided,,,ApplicationSet cluster generator has no matching Argo cluster registration in the effective render,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policy-reporter,spec.generators[0].clusters.selector
needs,hx-app-dev,hx-app-dev/argo-cd,external-secret,ExternalSecretBackendKey,,hx-app-dev/dev/argocd/hx-app-prod-b-prod#kubeconfig,external,,,remote secret backend input,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-prod-b-es,spec.data[0].remoteRef
needs,hx-app-dev,hx-app-dev/argo-cd,external-secret,ExternalSecretBackendKey,,hx-app-dev/dev/argocd/hx-app-staging-staging#kubeconfig,external,,,remote secret backend input,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-staging-es,spec.data[0].remoteRef
needs,hx-app-dev,hx-app-dev/argo-cd,external-secret,ExternalSecretBackendKey,,hx-app-dev/dev/cluster_secrets/docker_config#pull-secret,external,,,remote secret backend input,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ClusterExternalSecret||image-pull-secret-ces,spec.externalSecretSpec.data[0].remoteRef
needs,hx-app-dev,hx-app-dev/argo-cd,external-secret,ExternalSecretBackendKey,,hx-app-dev/dev/argocd/hx-app-prod-a-prod#kubeconfig,external,,,remote secret backend input,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,external-secrets.io/v1|ExternalSecret|argocd|hx-app-prod-a-es,spec.data[0].remoteRef
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/kube-prometheus-stack,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kube-prometheus-stack,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|velero,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|reloader,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|argocd,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-secrets,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metallb,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metrics-server,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|oauth2-proxy,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|loki,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|longhorn,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-dns,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|homer-dashboard,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|cert-manager,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|traefik,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policy-reporter,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kube-prometheus-stack,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main#valuesRepo,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policies,spec.template.spec.sources[0]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/reloader,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|reloader,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/homer-dashboard,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|homer-dashboard,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/cert-manager,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|cert-manager,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/kyverno,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/external-dns,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-dns,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/metrics-server,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metrics-server,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/traefik,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|traefik,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/metallb,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metallb,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/loki,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|loki,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/velero,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|velero,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/oauth2-proxy,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|oauth2-proxy,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/kyverno-policy-reporter,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policy-reporter,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/argo-cd,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|argocd,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/kyverno-policies,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|kyverno-policies,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/longhorn,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|longhorn,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,git-source,GitSource,,https://github.com/confighub/helm-expt.git@main:examples/kubara/current-platform/generated/platform-components/helm/external-secrets,external,,,ApplicationSet source is a Git repository input outside the rendered object set,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-secrets,spec.template.spec.sources[1]
needs,hx-app-dev,hx-app-dev/argo-cd,object,AppProject,argocd,hx-app-dev-dev,resolved-rendered,,hx-app-dev/argo-cd,ApplicationSet template references an Argo AppProject,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|oauth2-proxy,spec.template.spec.project
needs,hx-app-dev,hx-app-dev/argo-cd,object,AppProject,argocd,hx-app-dev-dev,resolved-rendered,,hx-app-dev/argo-cd,ApplicationSet template references an Argo AppProject,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|external-secrets,spec.template.spec.project
needs,hx-app-dev,hx-app-dev/argo-cd,object,AppProject,argocd,hx-app-dev-dev,resolved-rendered,,hx-app-dev/argo-cd,ApplicationSet template references an Argo AppProject,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|metallb,spec.template.spec.project
needs,hx-app-dev,hx-app-dev/argo-cd,object,AppProject,argocd,hx-app-dev-dev,resolved-rendered,,hx-app-dev/argo-cd,ApplicationSet template references an Argo AppProject,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|traefik,spec.template.spec.project
needs,hx-app-dev,hx-app-dev/argo-cd,object,AppProject,argocd,hx-app-dev-dev,resolved-rendered,,hx-app-dev/argo-cd,ApplicationSet template references an Argo AppProject,data/kubara-effective-renders/current-platform/hx-app-dev/argo-cd.yaml,argoproj.io/v1alpha1|ApplicationSet|argocd|reloader,spec.template.spec.project
